"id" "age" "diseaseAge" "x1" "x2" "x3" "x4" "z1" "z2" "z3" "z4" "noise"
"1" 0.0232112402253332 0.272485431469694 0.0436809759107988 0.0451541887859295 0.184249421119966 0.00933644341926977 0.00450525391921658 0.0682245556076806 0.115244967423592 0.0286488404891086 0.0197526592887472 0.185506022340663
"2" 0.0774795050158365 0.141218985273097 0.0711354363503117 0.0869737921446199 0.197557308531505 0.00263276921697426 0.00133856738473324 0.139484650911085 0.0145288786164149 0.003418818391411 0.00376339436288346 0.260467893801129
"3" 0.0158387404909477 0.00754029077034014 0.232367919591506 0.118737231359273 0.218480479702389 0.0015339422552384 0.0027350660057731 0.101041572342531 0.0559025964729554 0.00251144809107061 0.0104846943793586 0.232826018538617
"4" 0.0458362416663054 0.0376771464532557 0.195580360512937 0.0745899112541278 0.23412081198946 0.00123573042657247 0.00733072242768053 0.0477205531608662 0.11276162244947 0.0474732999177467 0.00362333807576384 0.192050261665814
"5" 0.0691960776624745 0.149622679443978 0.138336961660325 0.193517978294883 0.0556067189358974 0.00466805558699712 0.0134782368992343 0.0418846004057336 0.152573912351646 0.00922046779619965 0.00548899741175924 0.166405313550874
"6" 0.0174159990492308 0.0323466129055943 0.172516663715866 0.133216276572219 0.260060900577167 0.058533079653086 0.00227886250097524 0.00381509825990724 0.0358564720785732 0.0164595928182366 0.0649751476892804 0.202525294179865
"7" 0.0775401738064546 0.0940258634897342 0.138329932169952 0.221549948779484 0.164241430136254 0.0084072376640461 0.0138729154950174 0.040578383528082 0.0509297563139157 0.00659635426956534 0.0334741601440324 0.150453844203462
"8" 0.109310489982065 0.108755840022832 0.0210940828637771 0.228954926865275 0.194484170301119 0.00422814271581919 0.00825135552788053 0.0255866641032053 0.103967219980491 0.00382397342319081 0.0118775316342761 0.179665602580068
"9" 0.067286377926013 0.0869303490368201 0.104295800065162 0.145839664061149 0.0301923878119596 0.00560734405401955 0.00502236452916234 0.0475751665048525 0.242109883476836 0.0315955904771884 0.0181779016548478 0.21536717040199
"10" 0.0286947228289881 0.106142860351056 0.197423231285342 0.11392719517035 0.138346517722283 0.00605724302217072 0.0123106989197652 0.161533742353682 0.0539952084169366 0.00723090193840903 0.00420422944908122 0.170133448541936
"11" 0.10713225413588 0.0565667416143092 0.159531246024284 0.0445662207292801 0.186516529574607 0.107727685734576 0.0557359059155639 0.151963565438252 0.0113859613755076 0.00436153195351513 0.00248330868238343 0.112029048821842
"12" 0.157616396662793 0.0135661819028427 0.128117535418552 0.357284526046468 0.0458641627775988 0.00327134977076119 0.00338607514333764 0.0456990518771997 0.074730756197816 0.0263459671183701 0.0122418342274782 0.131876162856782
"13" 0.0951161188055949 0.0416473363802094 0.0741134345034003 0.0304382461841958 0.10875438557064 0.00252991197627897 0.00582227218868844 0.180400807466684 0.187439749468569 0.0191365182510351 0.031080080709877 0.223521138494827
